Ad_Group1,Dealer Name(match),Count,Est_IHD,Total_Calls,Retailer_Cost
RADIUS,7.01112e+09,250,2018-07-23,3.0,112.63
RADIUS,7.00125e+09,375,2018-07-23,,220.05
RADIUS,7.02364e+09,375,2018-07-23,,220.05
RADIUS,7.01012e+09,250,2018-07-23,1.0,146.7
RADIUS,7.00009e+09,75,2018-07-23,,51.51
RADIUS,7.03327e+09,150,2018-07-23,,103.02
RADIUS,26513,500,2018-07-23,1.0,245.0
RADIUS,7.00008e+09,125,2018-07-23,,73.35
RADIUS,31924,125,2018-07-23,,80.0
RADIUS,7.01182e+09,125,2018-07-23,1.0,73.35
RADIUS,212759,75,2018-07-23,2.0,51.51
RADIUS,88348,150,2018-07-23,2.0,103.02
RADIUS,88348,150,2018-07-23,,103.02
RADIUS,40364,600,2018-07-23,3.0,450.0
RADIUS,7.02679e+09,625,2018-07-23,2.0,366.75
RADIUS,7.02679e+09,375,2018-07-23,1.0,220.05
RADIUS,213928,125,2018-07-23,,73.35
RADIUS,73311,300,2018-07-23,1.0,206.04
RADIUS,7.01215e+09,75,2018-07-23,,51.51
RADIUS,42211,125,2018-07-23,,80.0
RADIUS,208047,300,2018-07-23,,225.0
RADIUS,7.02796e+09,125,2018-07-23,,73.35
RADIUS,211891,125,2018-07-23,,73.35
RADIUS,89949,375,2018-07-23,1.0,240.0
RADIUS,26992,125,2018-07-23,3.0,80.0
RADIUS,42220,125,2018-07-23,,80.0
RADIUS,30718,1125,2018-07-23,4.0,551.25
RADIUS,41731,625,2018-07-23,1.0,400.0
RADIUS,59272,250,2018-07-23,6.0,160.0
RADIUS,7.02794e+09,125,2018-07-23,,73.35
RADIUS,7.00004e+09,125,2018-07-23,,73.35
RADIUS,53884,1318,2018-07-23,5.0,645.82
RADIUS,80366,150,2018-07-23,3.0,112.5
RADIUS,76745,75,2018-07-23,,56.25
RADIUS,72991,375,2018-07-23,2.0,168.94
RADIUS,211835,4500,2018-07-23,5.0,2027.25
RADIUS,213705,125,2018-07-23,1.0,80.0
RADIUS,211211,75,2018-07-23,,56.25
RADIUS,7.02733e+09,1000,2018-07-23,1.0,586.8
BULK,77711,3000,2018-07-23,2.0,1284.9
GENERIC,68611,10000,2018-07-23,45.0,4004.0
GENERIC,16176,3000,2018-07-23,19.0,1201.2
GENERIC,69147,3000,2018-07-23,7.0,1092.0
GENERIC,70993,3000,2018-07-23,12.0,1201.2
GENERIC,72738,3000,2018-07-23,14.0,1092.0
GENERIC,45094,4682,2018-07-23,2.0,1874.67
GENERIC,80366,6801,2018-07-23,38.0,2723.12
RADIUS,7.00119e+09,200,2018-07-23,,90.1
GENERIC,7.00038e+09,62875,2018-07-30,412.0,22886.5
GENERIC,45094,4683,2018-07-30,21.0,1875.07
GENERIC,75419,3000,2018-07-30,70.0,1201.2
GENERIC,69064,4343,2018-07-30,43.0,1580.85
GENERIC,7.00005e+09,35000,2018-07-30,217.0,11900.0
GENERIC,71735,3000,2018-07-30,20.0,1201.2
GENERIC,7.02842e+09,9615,2018-07-30,74.0,3499.86
RADIUS,208453,150,2018-07-30,1.0,112.5
RADIUS,70590,125,2018-07-30,,80.0
RADIUS,37441,250,2018-07-30,,122.5
RADIUS,89695,75,2018-07-30,,56.25
RADIUS,26513,750,2018-07-30,1.0,367.5
RADIUS,76142,125,2018-07-30,2.0,80.0
RADIUS,40364,450,2018-07-30,4.0,337.5
RADIUS,89356,250,2018-07-30,4.0,122.5
RADIUS,42211,125,2018-07-30,,80.0
RADIUS,89949,125,2018-07-30,,80.0
RADIUS,30718,375,2018-07-30,3.0,183.75
RADIUS,41731,125,2018-07-30,1.0,80.0
RADIUS,53884,2367,2018-07-30,12.0,1159.83
RADIUS,80366,225,2018-07-30,3.0,168.75
RADIUS,76745,75,2018-07-30,,56.25
RADIUS,213705,125,2018-07-30,,80.0
RADIUS,76059,125,2018-07-30,,80.0
RADIUS,211211,150,2018-07-30,,112.5
RADIUS,75885,1000,2018-07-30,1.0,495.6
RADIUS,76202,3200,2018-07-30,9.0,1585.92
BULK,7.0002e+09,3000,2018-07-30,7.0,1284.9
GENERIC,69157,3000,2018-07-30,14.0,1092.0
GENERIC,72738,3000,2018-07-30,17.0,1092.0
RADIUS,69064,125,2018-07-30,3.0,73.35
RADIUS,7.00004e+09,125,2018-07-30,,73.35
RADIUS,211483,1575,2018-07-30,8.0,1081.71
RADIUS,7.00013e+09,75,2018-07-30,,51.51
RADIUS,7.02965e+09,500,2018-07-30,1.0,293.4
RADIUS,7.02965e+09,125,2018-07-30,,73.35
RADIUS,7.00004e+09,375,2018-07-30,,220.05
RADIUS,71627,150,2018-07-30,,103.02
RADIUS,7.02695e+09,125,2018-07-30,,73.35
RADIUS,72086,1375,2018-07-30,11.0,806.85
RADIUS,7.00051e+09,250,2018-07-30,,146.7
RADIUS,213735,150,2018-07-30,,103.02
RADIUS,7.02738e+09,875,2018-07-30,,513.45
RADIUS,212619,250,2018-07-30,1.0,146.7
RADIUS,212619,125,2018-07-30,,73.35
RADIUS,7.01012e+09,125,2018-07-30,,73.35
RADIUS,7.00009e+09,150,2018-07-30,1.0,103.02
RADIUS,7.00008e+09,125,2018-07-30,,73.35
RADIUS,7.00004e+09,250,2018-07-30,,146.7
RADIUS,7.00004e+09,125,2018-07-30,2.0,73.35
RADIUS,7.00002e+09,75,2018-07-30,,51.51
RADIUS,88348,225,2018-07-30,,154.53
RADIUS,213907,125,2018-07-30,,72.73
RADIUS,213907,125,2018-07-30,,73.35
RADIUS,7.02642e+09,250,2018-07-30,1.0,112.63
RADIUS,7.02679e+09,500,2018-07-30,,293.4
RADIUS,7.02679e+09,125,2018-07-30,,73.35
RADIUS,213928,125,2018-07-30,,73.35
RADIUS,7.03e+09,75,2018-07-30,,51.51
RADIUS,7.02796e+09,125,2018-07-30,,73.35
RADIUS,7.00029e+09,150,2018-07-30,2.0,103.02
RADIUS,7.00001e+09,75,2018-07-30,,51.51
RADIUS,7.02794e+09,125,2018-07-30,,73.35
RADIUS,211835,3000,2018-07-30,5.0,1351.5
RADIUS,7.02733e+09,250,2018-07-30,,146.7
BULK,41432,3000,2018-08-06,40.0,1413.3
BULK,7.00029e+09,1244,2018-08-06,7.0,560.42
GENERIC,69141,10000,2018-08-06,76.0,3640.0
GENERIC,69064,3000,2018-08-06,35.0,1092.0
RADIUS,208453,75,2018-08-06,,56.66
RADIUS,7.00249e+09,75,2018-08-06,1.0,51.51
RADIUS,69064,375,2018-08-06,1.0,220.05
RADIUS,7.00007e+09,125,2018-08-06,,73.35
RADIUS,70590,375,2018-08-06,1.0,242.06
RADIUS,44941,75,2018-08-06,,56.66
RADIUS,7.00004e+09,125,2018-08-06,8.0,73.35
RADIUS,211483,1800,2018-08-06,3.0,1236.24
RADIUS,212626,75,2018-08-06,1.0,51.51
RADIUS,7.02965e+09,250,2018-08-06,1.0,146.7
RADIUS,7.02965e+09,125,2018-08-06,,73.35
RADIUS,84428,250,2018-08-06,,146.7
RADIUS,71627,75,2018-08-06,,51.51
RADIUS,7.02695e+09,125,2018-08-06,2.0,73.35
RADIUS,69614,75,2018-08-06,1.0,56.66
RADIUS,89698,2,2018-08-06,,1.29
RADIUS,7.00051e+09,125,2018-08-06,,73.35
RADIUS,213957,250,2018-08-06,,146.7
RADIUS,78930,75,2018-08-06,1.0,56.66
RADIUS,7.0014e+09,125,2018-08-06,,73.35
RADIUS,51006,1500,2018-08-06,4.0,743.4
RADIUS,213735,75,2018-08-06,6.0,51.51
RADIUS,65925,375,2018-08-06,,185.85
RADIUS,89695,225,2018-08-06,,169.99
RADIUS,7.02738e+09,375,2018-08-06,,220.05
RADIUS,212619,250,2018-08-06,,146.7
RADIUS,212619,125,2018-08-06,,73.35
RADIUS,7.02364e+09,125,2018-08-06,1.0,73.35
RADIUS,7.00029e+09,250,2018-08-06,,146.7
RADIUS,7.00029e+09,2750,2018-08-06,8.0,1613.7
RADIUS,7.00221e+09,125,2018-08-06,,73.35
RADIUS,7.00009e+09,75,2018-08-06,,51.51
RADIUS,7.00009e+09,150,2018-08-06,2.0,103.02
RADIUS,223570,125,2018-08-06,,80.69
RADIUS,7.03327e+09,75,2018-08-06,,51.51
RADIUS,26513,1000,2018-08-06,1.0,495.6
RADIUS,76142,125,2018-08-06,,80.69
RADIUS,31924,125,2018-08-06,,80.69
RADIUS,7.00004e+09,125,2018-08-06,,73.35
RADIUS,7.00002e+09,75,2018-08-06,,51.51
RADIUS,88348,300,2018-08-06,,206.04
RADIUS,88348,150,2018-08-06,,103.02
RADIUS,7.01979e+09,125,2018-08-06,3.0,73.35
RADIUS,7.02054e+09,125,2018-08-06,,73.35
RADIUS,40364,600,2018-08-06,4.0,453.3
RADIUS,7.02214e+09,125,2018-08-06,1.0,73.35
RADIUS,7.02214e+09,500,2018-08-06,1.0,293.4
RADIUS,7.03235e+09,125,2018-08-06,,73.35
RADIUS,7.02679e+09,625,2018-08-06,,366.75
RADIUS,7.02679e+09,125,2018-08-06,1.0,73.35
RADIUS,7.03e+09,75,2018-08-06,,51.51
RADIUS,73311,75,2018-08-06,3.0,51.51
RADIUS,86368,125,2018-08-06,1.0,73.35
RADIUS,73677,7650,2018-08-06,11.0,5254.02
RADIUS,7.02796e+09,125,2018-08-06,2.0,73.35
RADIUS,7.00002e+09,125,2018-08-06,,73.35
RADIUS,89949,250,2018-08-06,1.0,161.38
RADIUS,7.00001e+09,75,2018-08-06,,51.51
RADIUS,30718,750,2018-08-06,1.0,371.7
RADIUS,7.00001e+09,225,2018-08-06,,154.53
RADIUS,7.00001e+09,75,2018-08-06,,51.51
RADIUS,7.00101e+09,125,2018-08-06,,73.35
RADIUS,41731,125,2018-08-06,,80.69
RADIUS,59272,500,2018-08-06,8.0,322.75
RADIUS,7.02794e+09,125,2018-08-06,2.0,73.35
RADIUS,7.00004e+09,250,2018-08-06,1.0,146.7
RADIUS,7.00004e+09,125,2018-08-06,2.0,73.35
RADIUS,53884,4125,2018-08-06,7.0,2044.35
RADIUS,67411,225,2018-08-06,3.0,169.99
RADIUS,76745,375,2018-08-06,1.0,283.31
RADIUS,64925,125,2018-08-06,,80.69
RADIUS,214636,375,2018-08-06,,220.05
RADIUS,7.02464e+09,125,2018-08-06,,73.35
RADIUS,211835,2750,2018-08-06,5.0,1238.88
RADIUS,209453,75,2018-08-06,,51.51
RADIUS,213705,375,2018-08-06,,242.06
RADIUS,76059,250,2018-08-06,1.0,161.38
RADIUS,7.02733e+09,875,2018-08-06,,513.45
RADIUS,69073,2400,2018-08-06,27.0,1081.2
BULK,16559,3000,2018-08-06,21.0,1413.3
GENERIC,213309,3000,2018-08-06,19.0,1092.0
RADIUS,37441,2000,2018-08-06,5.0,991.2
GENERIC,44902,3000,2018-08-13,21.0,1201.2
RADIUS,69064,375,2018-08-13,3.0,220.05
RADIUS,523,150,2018-08-13,,113.33
RADIUS,7.00007e+09,125,2018-08-13,,73.35
RADIUS,213566,75,2018-08-13,,51.51
RADIUS,37441,250,2018-08-13,,123.9
RADIUS,211483,1500,2018-08-13,3.0,1030.2
RADIUS,7.00013e+09,75,2018-08-13,,51.51
RADIUS,7.02965e+09,250,2018-08-13,,146.7
RADIUS,7.00052e+09,125,2018-08-13,,72.73
RADIUS,42959,75,2018-08-13,,56.66
RADIUS,70029,250,2018-08-13,2.0,112.63
RADIUS,7.02368e+09,125,2018-08-13,2.0,73.35
RADIUS,7.00051e+09,250,2018-08-13,1.0,146.7
RADIUS,78930,75,2018-08-13,,56.66
RADIUS,7.0014e+09,125,2018-08-13,1.0,73.35
RADIUS,51006,1750,2018-08-13,2.0,867.3
RADIUS,89695,75,2018-08-13,2.0,56.66
RADIUS,7.02738e+09,250,2018-08-13,1.0,146.7
RADIUS,212619,125,2018-08-13,,73.35
RADIUS,212619,125,2018-08-13,,73.35
RADIUS,7.00125e+09,125,2018-08-13,,73.35
RADIUS,7.02364e+09,125,2018-08-13,1.0,73.35
RADIUS,7.01012e+09,250,2018-08-13,,146.7
RADIUS,7.00029e+09,500,2018-08-13,,293.4
RADIUS,7.00029e+09,2375,2018-08-13,1.0,1393.65
RADIUS,223570,125,2018-08-13,,80.69
RADIUS,7.03327e+09,75,2018-08-13,,51.51
RADIUS,26513,500,2018-08-13,5.0,247.8
RADIUS,7.00008e+09,125,2018-08-13,1.0,73.35
RADIUS,31924,125,2018-08-13,,80.69
RADIUS,7.00004e+09,125,2018-08-13,,73.35
RADIUS,7.01182e+09,250,2018-08-13,1.0,146.7
RADIUS,7.00002e+09,75,2018-08-13,,51.51
RADIUS,88348,75,2018-08-13,1.0,51.51
RADIUS,88348,150,2018-08-13,,103.02
RADIUS,40364,525,2018-08-13,,396.64
RADIUS,7.02214e+09,125,2018-08-13,,73.35
RADIUS,7.03235e+09,125,2018-08-13,,73.35
RADIUS,7.02679e+09,375,2018-08-13,1.0,220.05
RADIUS,7.02679e+09,294,2018-08-13,,172.52
RADIUS,213928,250,2018-08-13,,146.7
RADIUS,7.03e+09,225,2018-08-13,,154.53
RADIUS,73311,150,2018-08-13,,103.02
RADIUS,86368,125,2018-08-13,,73.35
RADIUS,73677,5735,2018-08-13,12.0,3966.27
RADIUS,89949,125,2018-08-13,4.0,80.69
RADIUS,7.00004e+09,75,2018-08-13,,51.51
RADIUS,7.00001e+09,75,2018-08-13,,51.51
RADIUS,30718,1125,2018-08-13,1.0,557.55
RADIUS,41731,125,2018-08-13,,80.69
RADIUS,213345,125,2018-08-13,,73.35
RADIUS,7.02794e+09,125,2018-08-13,3.0,73.35
RADIUS,53884,1875,2018-08-13,6.0,929.25
RADIUS,85092,125,2018-08-13,,73.35
RADIUS,214636,750,2018-08-13,,440.1
RADIUS,211835,2500,2018-08-13,6.0,1125.26
RADIUS,213705,125,2018-08-13,1.0,80.69
RADIUS,76059,250,2018-08-13,2.0,161.38
RADIUS,211211,75,2018-08-13,,56.66
RADIUS,7.02733e+09,250,2018-08-13,,146.7
BULK,84685,3000,2018-08-13,13.0,1284.9
BULK,41432,3000,2018-08-20,6.0,1413.3
RADIUS,208453,225,2018-08-20,,1693.99
RADIUS,523,75,2018-08-20,,56.25
RADIUS,7.00007e+09,125,2018-08-20,,73.35
RADIUS,42604,250,2018-08-20,1.0,123.9
RADIUS,44941,75,2018-08-20,,56.66
RADIUS,7.00004e+09,500,2018-08-20,1.0,293.4
RADIUS,37441,250,2018-08-20,1.0,123.9
RADIUS,211483,1875,2018-08-20,3.0,1287.75
RADIUS,7.00013e+09,150,2018-08-20,,103.02
RADIUS,7.02965e+09,250,2018-08-20,,146.7
RADIUS,84428,125,2018-08-20,2.0,73.35
RADIUS,7.00004e+09,375,2018-08-20,,220.05
RADIUS,42959,75,2018-08-20,,56.66
RADIUS,7.00051e+09,125,2018-08-20,,73.35
RADIUS,213674,250,2018-08-20,,146.7
RADIUS,78930,75,2018-08-20,,56.66
RADIUS,51006,1750,2018-08-20,,867.3
RADIUS,65925,375,2018-08-20,,185.85
RADIUS,89695,225,2018-08-20,,169.99
RADIUS,7.02738e+09,250,2018-08-20,2.0,146.7
RADIUS,212619,125,2018-08-20,,73.35
RADIUS,212619,250,2018-08-20,,146.7
RADIUS,7.02364e+09,125,2018-08-20,1.0,73.35
RADIUS,7.00029e+09,375,2018-08-20,1.0,220.05
RADIUS,7.00029e+09,2375,2018-08-20,4.0,1393.65
RADIUS,223570,375,2018-08-20,2.0,242.06
RADIUS,7.03327e+09,150,2018-08-20,1.0,103.02
RADIUS,26513,1250,2018-08-20,3.0,619.5
RADIUS,7.00008e+09,250,2018-08-20,,146.7
RADIUS,76142,125,2018-08-20,2.0,80.69
RADIUS,31924,125,2018-08-20,3.0,80.69
RADIUS,7.00004e+09,125,2018-08-20,,73.35
RADIUS,7.01182e+09,125,2018-08-20,,73.35
RADIUS,212759,75,2018-08-20,,51.51
RADIUS,88348,150,2018-08-20,,103.02
RADIUS,88348,225,2018-08-20,1.0,154.53
RADIUS,213907,125,2018-08-20,,73.35
RADIUS,40364,675,2018-08-20,1.0,509.96
RADIUS,7.02214e+09,125,2018-08-20,,73.35
RADIUS,7.02214e+09,125,2018-08-20,,73.35
RADIUS,7.02642e+09,250,2018-08-20,6.0,112.63
RADIUS,72097,375,2018-08-20,,168.94
RADIUS,7.02679e+09,500,2018-08-20,3.0,293.4
RADIUS,7.02679e+09,625,2018-08-20,2.0,366.75
RADIUS,213928,500,2018-08-20,2.0,293.4
RADIUS,7.03e+09,75,2018-08-20,1.0,51.51
RADIUS,86368,125,2018-08-20,1.0,73.35
RADIUS,69217,125,2018-08-20,6.0,73.35
RADIUS,208047,75,2018-08-20,,56.66
RADIUS,73677,5250,2018-08-20,5.0,3605.7
RADIUS,89949,250,2018-08-20,1.0,161.38
RADIUS,30718,375,2018-08-20,4.0,185.85
RADIUS,7.00001e+09,150,2018-08-20,,103.02
RADIUS,41731,125,2018-08-20,,80.69
RADIUS,213345,250,2018-08-20,2.0,146.7
RADIUS,59272,500,2018-08-20,3.0,322.75
RADIUS,53884,3000,2018-08-20,,1486.8
RADIUS,67411,75,2018-08-20,1.0,56.66
RADIUS,76745,75,2018-08-20,,56.66
RADIUS,214636,375,2018-08-20,,220.05
RADIUS,211835,1250,2018-08-20,7.0,563.13
RADIUS,76059,375,2018-08-20,3.0,242.06
RADIUS,7.02733e+09,375,2018-08-20,2.0,220.05
GENERIC,213930,10000,2018-08-20,,3640.0
GENERIC,69064,5000,2018-08-20,27.0,1820.0
GENERIC,213569,3000,2018-08-20,8.0,1092.0
GENERIC,87828,3000,2018-08-20,2.0,1201.2
GENERIC,213309,3000,2018-08-20,21.0,1092.0
RADIUS,7.00179e+09,800,2018-08-20,2.0,360.4
RADIUS,42245,200,2018-08-20,,99.12
RADIUS,42245,200,2018-08-20,13.0,99.12
BULK,41432,3000,2018-08-27,6.0,1413.3
GENERIC,7.00038e+09,10470,2018-08-27,69.0,3811.08
RADIUS,69064,125,2018-08-27,,73.35
RADIUS,7.01922e+09,125,2018-08-27,,73.35
RADIUS,523,75,2018-08-27,1.0,56.25
RADIUS,7.00007e+09,125,2018-08-27,,73.35
RADIUS,7.00004e+09,250,2018-08-27,1.0,146.7
RADIUS,37441,250,2018-08-27,,123.9
RADIUS,211483,1125,2018-08-27,3.0,772.65
RADIUS,7.00013e+09,225,2018-08-27,1.0,154.53
RADIUS,212626,75,2018-08-27,,51.51
RADIUS,7.02965e+09,125,2018-08-27,1.0,73.35
RADIUS,7.00004e+09,125,2018-08-27,8.0,73.35
RADIUS,71627,75,2018-08-27,,51.51
RADIUS,42959,75,2018-08-27,1.0,56.66
RADIUS,89698,125,2018-08-27,,80.69
RADIUS,7.02864e+09,125,2018-08-27,,73.35
RADIUS,51006,1500,2018-08-27,,743.4
RADIUS,65925,375,2018-08-27,3.0,185.85
RADIUS,89695,150,2018-08-27,,113.33
RADIUS,7.02738e+09,625,2018-08-27,2.0,366.75
RADIUS,212619,250,2018-08-27,,146.7
RADIUS,212619,125,2018-08-27,,73.35
RADIUS,7.01112e+09,250,2018-08-27,,112.63
RADIUS,7.00125e+09,250,2018-08-27,,146.7
RADIUS,7.01012e+09,250,2018-08-27,5.0,146.7
RADIUS,7.00029e+09,625,2018-08-27,1.0,366.75
RADIUS,7.00029e+09,2375,2018-08-27,17.0,1393.65
RADIUS,223570,375,2018-08-27,3.0,242.06
RADIUS,26513,500,2018-08-27,2.0,247.8
RADIUS,7.00004e+09,250,2018-08-27,,146.7
RADIUS,88348,150,2018-08-27,,103.02
RADIUS,88348,150,2018-08-27,,103.02
RADIUS,40364,525,2018-08-27,7.0,396.64
RADIUS,7.02214e+09,250,2018-08-27,,146.7
RADIUS,7.02214e+09,125,2018-08-27,,73.35
RADIUS,7.02679e+09,375,2018-08-27,1.0,220.05
RADIUS,73311,150,2018-08-27,,103.02
RADIUS,73677,5588,2018-08-27,22.0,3837.84
RADIUS,7.00083e+09,75,2018-08-27,,51.51
RADIUS,211891,125,2018-08-27,,73.35
RADIUS,7.00002e+09,125,2018-08-27,,73.35
RADIUS,89949,375,2018-08-27,,242.06
RADIUS,7.00001e+09,150,2018-08-27,2.0,103.02
RADIUS,7.00001e+09,75,2018-08-27,,51.51
RADIUS,7.00101e+09,250,2018-08-27,1.0,146.7
RADIUS,41731,125,2018-08-27,10.0,80.69
RADIUS,59272,125,2018-08-27,,80.68
RADIUS,7.00004e+09,125,2018-08-27,,73.35
RADIUS,7.00004e+09,250,2018-08-27,,146.7
RADIUS,53884,1125,2018-08-27,8.0,557.55
RADIUS,76745,75,2018-08-27,,56.66
RADIUS,214636,375,2018-08-27,2.0,220.05
RADIUS,211835,3000,2018-08-27,3.0,1351.5
RADIUS,76059,125,2018-08-27,,80.69
RADIUS,211211,75,2018-08-27,,56.66
RADIUS,7.02733e+09,1000,2018-08-27,1.0,586.8
GENERIC,68611,11238,2018-08-27,59.0,4499.7
GENERIC,70993,3000,2018-08-27,3.0,1201.2
GENERIC,72738,3000,2018-08-27,12.0,1092.0
RADIUS,37441,2000,2018-08-27,18.0,991.2
RADIUS,70396,400,2018-08-27,4.0,180.2
RADIUS,7.03327e+09,800,2018-08-27,6.0,360.4
RADIUS,212558,1000,2018-08-27,2.0,495.6
RADIUS,7.00029e+09,1400,2018-08-27,2.0,630.7
BULK,41432,5000,2018-09-03,16.0,2273.0
GENERIC,69064,6868,2018-09-03,60.0,2499.95
GENERIC,7.00038e+09,18556,2018-09-03,48.0,6754.38
GENERIC,7.00038e+09,31604,2018-09-03,287.0,11503.86
RADIUS,54704,1250,2018-09-03,3.0,619.5
RADIUS,523,75,2018-09-03,2.0,56.66
RADIUS,213566,75,2018-09-03,,51.51
RADIUS,211483,1800,2018-09-03,9.0,1236.24
RADIUS,7.00013e+09,75,2018-09-03,1.0,51.51
RADIUS,212626,150,2018-09-03,1.0,103.02
RADIUS,7.02965e+09,125,2018-09-03,,73.35
RADIUS,7.00004e+09,250,2018-09-03,,146.7
RADIUS,71627,225,2018-09-03,,154.53
RADIUS,42959,150,2018-09-03,,113.33
RADIUS,73093,125,2018-09-03,2.0,73.35
RADIUS,7.02695e+09,125,2018-09-03,,73.35
RADIUS,7.02695e+09,125,2018-09-03,,73.35
RADIUS,219227,125,2018-09-03,,73.35
RADIUS,210401,125,2018-09-03,,80.69
RADIUS,72086,1250,2018-09-03,4.0,733.5
RADIUS,7.00051e+09,125,2018-09-03,1.0,73.35
RADIUS,213674,125,2018-09-03,,73.35
RADIUS,51006,1500,2018-09-03,3.0,743.4
RADIUS,65925,750,2018-09-03,2.0,371.7
RADIUS,89695,75,2018-09-03,,56.66
RADIUS,7.02738e+09,500,2018-09-03,,293.4
RADIUS,0,375,2018-09-03,,220.05
RADIUS,212619,500,2018-09-03,3.0,293.4
RADIUS,212619,250,2018-09-03,2.0,146.7
RADIUS,7.01112e+09,250,2018-09-03,,112.63
RADIUS,7.02364e+09,125,2018-09-03,,73.35
RADIUS,7.00029e+09,375,2018-09-03,2.0,220.05
RADIUS,7.00029e+09,3250,2018-09-03,5.0,1907.1
RADIUS,7.00009e+09,75,2018-09-03,1.0,51.51
RADIUS,223570,250,2018-09-03,,161.38
RADIUS,76142,125,2018-09-03,2.0,80.69
RADIUS,7.00004e+09,125,2018-09-03,,73.35
RADIUS,212759,75,2018-09-03,,51.51
RADIUS,88348,375,2018-09-03,,257.55
RADIUS,88348,150,2018-09-03,,103.02
RADIUS,7.02054e+09,125,2018-09-03,,73.35
RADIUS,40364,825,2018-09-03,1.0,623.29
RADIUS,7.02214e+09,250,2018-09-03,,146.7
RADIUS,41152,75,2018-09-03,2.0,56.66
RADIUS,7.00001e+09,125,2018-09-03,,73.35
RADIUS,7.03235e+09,125,2018-09-03,,73.35
RADIUS,7.02679e+09,750,2018-09-03,,440.1
RADIUS,213928,125,2018-09-03,,73.35
RADIUS,7.03e+09,225,2018-09-03,,154.53
RADIUS,208047,225,2018-09-03,,169.99
RADIUS,73677,8073,2018-09-03,16.0,5544.54
RADIUS,7.02796e+09,125,2018-09-03,,73.35
RADIUS,89949,250,2018-09-03,1.0,161.38
RADIUS,26992,125,2018-09-03,1.0,80.69
RADIUS,7.00001e+09,75,2018-09-03,,51.51
RADIUS,59272,500,2018-09-03,4.0,322.75
RADIUS,53884,1241,2018-09-03,10.0,615.04
RADIUS,80366,450,2018-09-03,,339.98
RADIUS,67411,150,2018-09-03,,113.33
RADIUS,76745,75,2018-09-03,,56.66
RADIUS,85092,125,2018-09-03,,73.35
RADIUS,214636,625,2018-09-03,,366.75
RADIUS,211835,2750,2018-09-03,9.0,1238.88
RADIUS,209453,225,2018-09-03,,154.53
RADIUS,76059,250,2018-09-03,,161.38
RADIUS,208706,75,2018-09-03,3.0,56.66
RADIUS,7.02733e+09,750,2018-09-03,1.0,440.1
BULK,77711,3000,2018-09-03,2.0,1284.9
GENERIC,16176,3000,2018-09-03,6.0,1201.2
GENERIC,213309,3000,2018-09-03,27.0,1092.0
GENERIC,70993,3000,2018-09-03,17.0,1201.2
GENERIC,45094,6087,2018-09-03,19.0,2437.23
RADIUS,212558,1000,2018-09-03,,495.6
GENERIC,7.00005e+09,22824,2018-09-10,55.0,7052.62
RADIUS,208453,75,2018-09-10,,56.66
RADIUS,69064,625,2018-09-10,2.0,366.75
RADIUS,54704,500,2018-09-10,1.0,247.8
RADIUS,523,75,2018-09-10,,56.66
RADIUS,7.00007e+09,125,2018-09-10,,73.35
RADIUS,213566,75,2018-09-10,,51.51
RADIUS,44941,75,2018-09-10,,56.66
RADIUS,7.00004e+09,125,2018-09-10,,73.35
RADIUS,211483,2175,2018-09-10,8.0,1493.79
RADIUS,7.02965e+09,125,2018-09-10,1.0,73.35
RADIUS,7.00004e+09,375,2018-09-10,,220.05
RADIUS,71627,150,2018-09-10,,103.02
RADIUS,42959,150,2018-09-10,2.0,113.33
RADIUS,70029,250,2018-09-10,4.0,112.63
RADIUS,7.02695e+09,125,2018-09-10,2.0,73.35
RADIUS,213522,75,2018-09-10,,51.51
RADIUS,69614,150,2018-09-10,,113.33
RADIUS,219227,125,2018-09-10,,73.35
RADIUS,89698,125,2018-09-10,,80.69
RADIUS,72086,1125,2018-09-10,1.0,600.15
RADIUS,213674,125,2018-09-10,,73.35
RADIUS,70396,750,2018-09-10,13.0,337.88
RADIUS,78930,225,2018-09-10,,169.99
RADIUS,7.0014e+09,125,2018-09-10,,73.35
RADIUS,7.0014e+09,250,2018-09-10,2.0,146.7
RADIUS,51006,1500,2018-09-10,3.0,743.4
RADIUS,65925,375,2018-09-10,5.0,185.85
RADIUS,89695,75,2018-09-10,,56.66
RADIUS,7.02738e+09,1000,2018-09-10,3.0,586.8
RADIUS,0,125,2018-09-10,,73.35
RADIUS,212619,250,2018-09-10,4.0,146.7
RADIUS,7.01112e+09,250,2018-09-10,1.0,112.63
RADIUS,7.00125e+09,125,2018-09-10,2.0,73.35
RADIUS,223570,125,2018-09-10,1.0,80.69
RADIUS,7.00008e+09,125,2018-09-10,,73.35
RADIUS,7.01182e+09,125,2018-09-10,,73.35
RADIUS,7.00002e+09,150,2018-09-10,1.0,103.02
RADIUS,88348,375,2018-09-10,,257.55
RADIUS,88348,225,2018-09-10,,154.53
RADIUS,40364,375,2018-09-10,2.0,283.31
RADIUS,7.02214e+09,250,2018-09-10,1.0,146.7
RADIUS,7.02214e+09,125,2018-09-10,,73.35
RADIUS,7.02679e+09,125,2018-09-10,,73.35
RADIUS,7.02679e+09,125,2018-09-10,,73.35
RADIUS,7.02528e+09,250,2018-09-10,1.0,146.7
RADIUS,213928,125,2018-09-10,1.0,73.35
RADIUS,7.03e+09,75,2018-09-10,,51.51
RADIUS,73311,150,2018-09-10,,103.02
RADIUS,7.00219e+09,375,2018-09-10,,220.05
